org8code_year,Yr,org4code,org8code,DistName,4 Year Cohort Total,4 Year Graduation Percent,5 Year Cohort Total,5 Year Graduation Percent,Mass Core Completion Count,Mass Core Completion Percent,Chronic Absence Count,Chronic Absence Percent,College Enrollment Count,College Persistence Count,College Enrollment Percent,College Persistence Percent,Out of School Suspension Count,Out of School Suspension Percent,Passed All 9th Grade Courses Count,Passed All 9th Grade Courses Percent,Enrolled in AP/IB Course Count,Enrolled in AP/IB Course Percent
03300000_2011,2011,330,3300000,Weston,185,94.1,185,96.2,Null,Null,Null,Null,175,175,68.57142857,67.42857143,Null,Null,Null,Null,Null,Null
03300000_2012,2012,330,3300000,Weston,175,96.6,175,98.3,163,94.2,774,4.7,173,173,78.61271676,76.30057803,Null,Null,193,96.9,356,66
03300000_2013,2013,330,3300000,Weston,180,95.6,180,95.6,159,91.4,795,5.9,174,174,72.98850575,68.96551724,790,2.9,205,97.6,393,69
03300000_2014,2014,330,3300000,Weston,211,100,211,100,202,95.7,794,12.2,211,211,77.25118483,74.40758294,786,0,192,97.4,389,70
03300000_2015,2015,330,3300000,Weston,173,100,173,100,171,98.3,709,13.5,174,174,73.56321839,71.26436782,712,1.1,148,94.6,369,63
03300000_2016,2016,330,3300000,Weston,197,93.9,Null,Null,185,98.4,736,11.4,Null,Null,Null,Null,739,0,209,95.2,379,80
03310000_2011,2011,331,3310000,Westport,141,76.6,141,82.3,Null,Null,Null,Null,110,110,79.09090909,68.18181818,Null,Null,Null,Null,Null,Null
03310000_2012,2012,331,3310000,Westport,117,82.1,117,85.5,83,79.8,476,19.7,104,104,75,65.38461538,Null,Null,98,78.6,221,29
03310000_2013,2013,331,3310000,Westport,119,95,119,95,95,81.2,441,22.4,117,117,76.06837607,69.23076923,435,7.4,86,68.6,240,36
03310000_2014,2014,331,3310000,Westport,116,94,116,94,91,82,392,16.1,111,111,71.17117117,59.45945946,391,5.6,90,70,204,39
03310000_2015,2015,331,3310000,Westport,92,90.2,92,90.2,73,88,348,14.9,83,83,65.06024096,55.42168675,348,4.3,71,80.3,170,36
03310000_2016,2016,331,3310000,Westport,85,87.1,Null,Null,57,75,360,14.7,Null,Null,Null,Null,360,7.2,108,81.5,175,33
03320000_2011,2011,332,3320000,West Springfield,365,77.5,365,81.1,Null,Null,Null,Null,302,302,66.22516556,59.27152318,Null,Null,Null,Null,Null,Null
03320000_2012,2012,332,3320000,West Springfield,321,80.4,321,82.9,134,48.7,1293,18.1,275,275,69.09090909,57.45454545,Null,Null,333,70.6,588,22
03320000_2013,2013,332,3320000,West Springfield,331,83.4,331,83.4,60,21.7,1262,20.2,275,275,69.09090909,58.54545455,1247,5.8,327,71.9,562,34
03320000_2014,2014,332,3320000,West Springfield,303,82.5,303,82.5,116,45.8,1255,17.5,253,253,67.98418972,56.91699605,1245,6.7,321,78.2,559,34
03320000_2015,2015,332,3320000,West Springfield,301,84.1,301,84.1,159,64.4,1251,17.1,247,247,61.53846154,49.39271255,1276,4.3,340,71.5,589,36
03320000_2016,2016,332,3320000,West Springfield,310,85.8,Null,Null,174,61.9,1276,16.8,Null,Null,Null,Null,1307,4.4,325,76.6,590,41
03350000_2011,2011,335,3350000,Westwood,214,95.8,214,98.1,Null,Null,Null,Null,211,211,77.25118483,72.98578199,Null,Null,Null,Null,Null,Null
03350000_2012,2012,335,3350000,Westwood,224,96,224,98.2,207,92.8,933,7.6,223,223,79.37219731,77.13004484,Null,Null,258,99.6,446,40
03350000_2013,2013,335,3350000,Westwood,224,97.3,224,97.3,204,92.3,920,8.4,221,221,83.71040724,80.99547511,915,1.2,213,98.6,443,39
03350000_2014,2014,335,3350000,Westwood,212,99.5,212,99.5,203,95.8,950,7.5,212,212,86.79245283,84.90566038,946,1.3,257,98.8,470,46
03350000_2015,2015,335,3350000,Westwood,257,98.8,257,98.8,237,95.2,980,6.3,249,249,84.3373494,80.72289157,981,0.7,248,99.2,474,47
03350000_2016,2016,335,3350000,Westwood,212,97.6,Null,Null,209,96.8,979,6.3,Null,Null,Null,Null,985,0,258,98.8,473,50
03360000_2011,2011,336,3360000,Weymouth,546,81.7,546,86.6,Null,Null,Null,Null,487,487,60.57494867,52.97741273,Null,Null,Null,Null,Null,Null
03360000_2012,2012,336,3360000,Weymouth,534,84.8,534,89.9,119,23.6,2169,23.2,504,504,62.3015873,55.35714286,Null,Null,526,66.2,1032,22
03360000_2013,2013,336,3360000,Weymouth,560,87.1,560,87.1,126,24.5,2176,23.4,515,515,64.27184466,54.75728155,2143,8.6,569,71,1013,22
03360000_2014,2014,336,3360000,Weymouth,518,90.9,518,90.9,136,28,2143,25.7,484,484,66.11570248,57.23140496,2108,6.6,547,64.7,991,22
03360000_2015,2015,336,3360000,Weymouth,498,91.2,498,91.2,67,14.4,2105,26.2,466,466,53.00429185,46.35193133,2118,4,543,67.4,1002,28
03360000_2016,2016,336,3360000,Weymouth,536,87.1,Null,Null,205,41.8,2041,22.4,Null,Null,Null,Null,2059,2.4,524,70.8,975,25
03420000_2011,2011,342,3420000,Wilmington,266,92.1,266,92.5,Null,Null,Null,Null,247,247,77.73279352,74.08906883,Null,Null,Null,Null,Null,Null
03420000_2012,2012,342,3420000,Wilmington,233,91.4,233,93.6,215,99.5,1011,11.6,216,216,77.31481481,71.2962963,Null,Null,258,82.2,484,8
03420000_2013,2013,342,3420000,Wilmington,251,92,251,92,233,100,982,11,233,233,81.54506438,75.53648069,958,3.1,208,80.8,468,14
03420000_2014,2014,342,3420000,Wilmington,226,94.7,226,94.7,213,100,965,8.1,213,213,84.97652582,80.75117371,942,2.8,222,89.2,491,18
03420000_2015,2015,342,3420000,Wilmington,258,95,258,95,245,99.6,936,9.5,246,246,81.70731707,77.64227642,944,3.1,233,87.1,479,23
03420000_2016,2016,342,3420000,Wilmington,210,93.3,Null,Null,201,100,889,8.7,Null,Null,Null,Null,893,3,213,88.3,451,25
03430000_2011,2011,343,3430000,Winchendon,106,74.5,106,76.4,Null,Null,Null,Null,83,83,54.21686747,36.14457831,Null,Null,Null,Null,Null,Null
03430000_2012,2012,343,3430000,Winchendon,92,73.9,92,76.1,15,21.1,405,30.1,71,71,45.07042254,33.8028169,Null,Null,89,64,169,13
03430000_2013,2013,343,3430000,Winchendon,97,86.6,97,86.6,18,20.7,387,27.1,87,87,55.17241379,39.08045977,366,11.2,80,62.5,188,16
03430000_2014,2014,343,3430000,Winchendon,95,83.2,95,83.2,22,27.8,363,21.2,79,79,62.02531646,44.30379747,347,6.9,90,62.2,164,16
03430000_2015,2015,343,3430000,Winchendon,84,79.8,84,79.8,21,31.8,359,28.7,66,66,56.06060606,45.45454545,359,4.5,86,61.6,174,28
03430000_2016,2016,343,3430000,Winchendon,88,81.8,Null,Null,27,33.8,353,31.4,Null,Null,Null,Null,353,9.1,95,64.2,166,29
03440000_2011,2011,344,3440000,Winchester,277,94.6,277,97.8,Null,Null,Null,Null,265,265,73.58490566,70.56603774,Null,Null,Null,Null,Null,Null
03440000_2012,2012,344,3440000,Winchester,251,97.6,251,98,256,100,1122,12.1,256,256,78.125,77.34375,Null,Null,282,96.8,539,42
03440000_2013,2013,344,3440000,Winchester,284,97.2,284,97.2,250,90.9,1196,14,275,275,85.81818182,83.63636364,1172,0.5,329,97.3,552,41
03440000_2014,2014,344,3440000,Winchester,272,98.9,272,98.9,252,93,1188,13.1,271,271,78.96678967,77.49077491,1163,1.5,292,98.3,548,41
03440000_2015,2015,344,3440000,Winchester,278,95.3,278,95.3,265,99.6,1219,11.9,266,266,78.94736842,76.69172932,1221,1,336,96.4,596,39
03440000_2016,2016,344,3440000,Winchester,319,96.9,Null,Null,282,90.7,1233,8.4,Null,Null,Null,Null,1236,0.8,298,98,593,46
03460000_2011,2011,346,3460000,Winthrop,149,88.6,149,89.9,Null,Null,Null,Null,138,138,63.04347826,52.17391304,Null,Null,Null,Null,Null,Null
03460000_2012,2012,346,3460000,Winthrop,130,83.1,130,86.2,110,98.2,528,12.1,112,112,78.57142857,72.32142857,Null,Null,127,83.5,236,52
03460000_2013,2013,346,3460000,Winthrop,134,88.8,134,88.8,118,98.3,565,15.6,120,120,77.5,74.16666667,561,9.1,155,83.9,264,50
03460000_2014,2014,346,3460000,Winthrop,152,88.2,152,88.2,138,100,573,20.6,138,138,71.73913043,62.31884058,568,7.2,123,75.6,282,50
03460000_2015,2015,346,3460000,Winthrop,136,87.5,136,87.5,115,99.1,545,19.3,118,118,73.72881356,61.86440678,567,4.4,113,76.1,287,45
03460000_2016,2016,346,3460000,Winthrop,149,86.6,Null,Null,134,100,576,20.5,Null,Null,Null,Null,584,7.2,164,71.3,275,50
03470000_2011,2011,347,3470000,Woburn,384,85.7,384,87,Null,Null,Null,Null,336,336,72.02380952,64.58333333,Null,Null,Null,Null,Null,Null
03470000_2012,2012,347,3470000,Woburn,326,85.3,326,86.5,285,100,1362,21,284,284,68.30985915,61.97183099,Null,Null,321,83.2,650,15
03470000_2013,2013,347,3470000,Woburn,353,87.8,353,87.8,307,99.7,1388,18,308,308,72.4025974,65.25974026,1358,0.9,364,90.9,655,15
03470000_2014,2014,347,3470000,Woburn,338,86.7,338,86.7,287,97.6,1402,20.6,291,291,71.47766323,63.57388316,1367,4.3,318,99.7,660,18
03470000_2015,2015,347,3470000,Woburn,329,90,329,90,300,99.3,1372,18.2,295,295,69.49152542,58.6440678,1382,0,343,90.1,679,24
03470000_2016,2016,347,3470000,Woburn,354,87.9,Null,Null,313,98.4,1390,16.8,Null,Null,Null,Null,1393,1.5,355,92.7,662,28
03480000_2011,2011,348,3480000,Worcester,1853,72,1853,77.7,Null,Null,Null,Null,1417,1417,60.62103035,47.91813691,Null,Null,Null,Null,Null,Null
03480000_2012,2012,348,3480000,Worcester,1780,72.3,1780,77.6,51,3.6,7358,25.6,1400,1400,56.78571429,44.21428571,Null,Null,1886,66.3,3245,32
03480000_2013,2013,348,3480000,Worcester,1885,78.7,1885,78.7,68,4.5,7379,18,1514,1514,58.45442536,46.4332893,7113,17,1843,67.6,3245,35
03480000_2014,2014,348,3480000,Worcester,1742,82.5,1742,82.5,418,27.5,7520,22.7,1517,1517,58.53658537,42.91364535,7237,10.4,1855,68.5,3319,36
03480000_2015,2015,348,3480000,Worcester,1780,84.4,1780,84.4,0,0,7488,24.4,1498,1498,56.40854473,42.85714286,7528,7.4,1969,99.4,3600,40
03480000_2016,2016,348,3480000,Worcester,1795,81.9,Null,Null,0,0,7380,23.6,Null,Null,Null,Null,7483,6.2,1861,70.4,3446,38
04060000_2011,2011,406,4060000,Northampton-Smith Vocational Agricultural,105,81.9,105,84.8,Null,Null,Null,Null,92,92,25,16.30434783,Null,Null,Null,Null,Null,Null
04060000_2012,2012,406,4060000,Northampton-Smith Vocational Agricultural,109,92.7,109,95.4,26,25,440,14.5,104,104,16.34615385,10.57692308,Null,Null,101,93.1,211,0
04060000_2013,2013,406,4060000,Northampton-Smith Vocational Agricultural,102,94.1,102,94.1,79,79.8,422,11.6,99,99,27.27272727,20.2020202,422,8.1,103,86.4,209,0
04060000_2014,2014,406,4060000,Northampton-Smith Vocational Agricultural,103,96.1,103,96.1,58,58.6,421,12.4,99,99,28.28282828,13.13131313,421,6.4,108,96.3,196,0
04060000_2015,2015,406,4060000,Northampton-Smith Vocational Agricultural,85,95.3,85,95.3,69,81.2,433,12.2,85,85,35.29411765,20,435,4.6,112,92.9,195,0
04060000_2016,2016,406,4060000,Northampton-Smith Vocational Agricultural,105,93.3,Null,Null,85,85,475,9.7,Null,Null,Null,Null,475,8.8,130,97.7,223,0
04110000_2012,2012,411,4110000,Boston Green Academy Horace Mann Charter School,72,70.8,72,86.1,54,100,339,41.9,54,54,53.7037037,37.03703704,Null,Null,76,59.2,160,13
04110000_2013,2013,411,4110000,Boston Green Academy Horace Mann Charter School,85,77.6,85,77.6,70,100,326,42.9,70,70,47.14285714,27.14285714,326,18.7,76,38.2,153,22
04110000_2014,2014,411,4110000,Boston Green Academy Horace Mann Charter School,68,85.3,68,85.3,4,6.5,334,43.4,62,62,51.61290323,38.70967742,344,12.8,Null,Null,154,25
04110000_2015,2015,411,4110000,Boston Green Academy Horace Mann Charter School,75,84,75,84,63,100,330,42.1,63,63,65.07936508,46.03174603,344,11,65,60,150,34
04110000_2016,2016,411,4110000,Boston Green Academy Horace Mann Charter School,64,76.6,Null,Null,54,100,318,35.8,Null,Null,Null,Null,332,12,67,71.6,142,32
04120000_2011,2011,412,4120000,Academy Of the Pacific Rim Charter,36,86.1,36,94.4,Null,Null,Null,Null,32,32,81.25,71.875,Null,Null,Null,Null,Null,Null
04120000_2012,2012,412,4120000,Academy Of the Pacific Rim Charter,42,97.6,42,97.6,44,100,187,9.1,44,44,79.54545455,77.27272727,Null,Null,62,93.5,76,83
04120000_2013,2013,412,4120000,Academy Of the Pacific Rim Charter,27,100,27,100,25,100,200,9.5,25,25,80,68,200,9,78,74.4,64,62
04120000_2014,2014,412,4120000,Academy Of the Pacific Rim Charter,34,94.1,34,94.1,31,100,210,10.5,31,31,83.87096774,70.96774194,210,3.3,68,85.3,79,63
04120000_2015,2015,412,4120000,Academy Of the Pacific Rim Charter,42,100,42,100,42,100,214,10.7,42,42,90.47619048,80.95238095,214,0,50,88,101,77
04120000_2016,2016,412,4120000,Academy Of the Pacific Rim Charter,56,91.1,Null,Null,54,100,221,10,Null,Null,Null,Null,221,1.4,66,83.3,107,91
04130000_2011,2011,413,4130000,Four Rivers Charter,27,88.9,27,88.9,Null,Null,Null,Null,24,24,70.83333333,66.66666667,Null,Null,Null,Null,Null,Null
04130000_2012,2012,413,4130000,Four Rivers Charter,31,90.3,31,90.3,29,96.7,141,9.2,30,30,73.33333333,70,Null,Null,36,97.2,67,2
04130000_2013,2013,413,4130000,Four Rivers Charter,34,91.2,34,91.2,31,100,145,22.8,31,31,74.19354839,70.96774194,145,4.8,35,100,70,9
04130000_2014,2014,413,4130000,Four Rivers Charter,36,88.9,36,88.9,23,71.9,147,21.8,32,32,78.125,75,147,3.4,37,100,68,9
04130000_2015,2015,413,4130000,Four Rivers Charter,36,97.2,36,97.2,10,28.6,150,16,35,35,68.57142857,62.85714286,150,0,36,97.2,71,0
04130000_2016,2016,413,4130000,Four Rivers Charter,36,86.1,Null,Null,21,67.7,148,25.7,Null,Null,Null,Null,148,2,38,100,68,0
04140000_2011,2011,414,4140000,Berkshire Arts and Technology Charter,12,83.3,12,83.3,Null,Null,Null,Null,10,10,90,90,Null,Null,Null,Null,Null,Null
04140000_2012,2012,414,4140000,Berkshire Arts and Technology Charter,14,57.1,14,78.6,5,55.6,122,27.9,9,9,66.66666667,55.55555556,Null,Null,42,76.2,36,56
04140000_2013,2013,414,4140000,Berkshire Arts and Technology Charter,25,84,25,84,18,85.7,138,28.3,21,21,76.19047619,47.61904762,138,5.8,46,54.3,45,80
04140000_2014,2014,414,4140000,Berkshire Arts and Technology Charter,24,62.5,24,62.5,12,92.3,135,37,13,13,76.92307692,69.23076923,135,15.6,33,51.5,46,74
04140000_2015,2015,414,4140000,Berkshire Arts and Technology Charter,19,89.5,19,89.5,15,78.9,135,22.2,19,19,68.42105263,52.63157895,135,0,55,69.1,46,80
04140000_2016,2016,414,4140000,Berkshire Arts and Technology Charter,23,91.3,Null,Null,10,43.5,146,17.1,Null,Null,Null,Null,146,0,63,100,41,63
04150000_2011,2011,415,4150000,Amesbury Academy Charter,17,64.7,17,82.4,Null,Null,Null,Null,15,15,13.33333333,13.33333333,Null,Null,Null,Null,Null,Null
04150000_2012,2012,415,4150000,Amesbury Academy Charter,20,55,20,70,14,100,55,38.2,14,14,42.85714286,14.28571429,Null,Null,9,77.8,36,0
04150000_2013,2013,415,4150000,Amesbury Academy Charter,21,81,21,81,20,100,56,37.5,20,20,20,15,56,0,9,77.8,31,0
04150000_2014,2014,415,4150000,Amesbury Academy Charter,6,83.3,6,83.3,Null,Null,51,66.7,4,4,Null,Null,51,0,12,50,25,0
04150000_2015,2015,415,4150000,Amesbury Academy Charter,14,78.6,14,78.6,13,100,51,56.9,13,13,15.38461538,0,51,25.5,10,70,25,0
04160000_2011,2011,416,4160000,Boston Preparatory Charter,15,86.7,15,86.7,Null,Null,Null,Null,13,13,92.30769231,76.92307692,Null,Null,Null,Null,Null,Null
04160000_2012,2012,416,4160000,Boston Preparatory Charter,27,74.1,27,85.2,20,100,176,10.2,20,20,95,85,Null,Null,61,72.1,62,89
04160000_2013,2013,416,4160000,Boston Preparatory Charter,39,92.3,39,92.3,39,100,200,10,39,39,89.74358974,82.05128205,200,18,66,78.8,75,23
04160000_2014,2014,416,4160000,Boston Preparatory Charter,39,89.7,39,89.7,26,100,200,20,26,26,92.30769231,65.38461538,200,6.5,65,83.1,71,87
04160000_2015,2015,416,4160000,Boston Preparatory Charter,40,82.5,40,82.5,42,100,218,11,42,42,92.85714286,78.57142857,218,9.2,74,77,88,77
04160000_2016,2016,416,4160000,Boston Preparatory Charter,52,75,Null,Null,41,100,233,33,Null,Null,Null,Null,233,10.3,74,94.6,94,82
04240000_2011,2011,424,4240000,Boston Day and Evening Academy Charter,191,16.2,191,31.9,Null,Null,Null,Null,81,81,44.44444444,20.98765432,Null,Null,Null,Null,Null,Null
04240000_2012,2012,424,4240000,Boston Day and Evening Academy Charter,162,13,162,28.4,72,100,470,75.1,71,71,35.21126761,19.71830986,Null,Null,3,0,329,1
04240000_2013,2013,424,4240000,Boston Day and Evening Academy Charter,192,28.1,192,28.1,87,100,444,82.4,87,87,35.63218391,17.24137931,444,6.1,2,0,355,1
04240000_2014,2014,424,4240000,Boston Day and Evening Academy Charter,158,31.6,158,31.6,75,100,458,80.1,75,75,40,22.66666667,458,0,Null,Null,299,1
04240000_2015,2015,424,4240000,Boston Day and Evening Academy Charter,141,16.3,141,16.3,60,100,472,88.6,60,60,40,20,472,0,10,30,307,1
04240000_2016,2016,424,4240000,Boston Day and Evening Academy Charter,153,9.8,Null,Null,51,100,488,92.4,Null,Null,Null,Null,488,0,0,0,299,2
04290000_2015,2015,429,4290000,KIPP Academy Lynn Charter,79,88.6,79,88.6,73,98.6,407,14.3,73,73,72.60273973,57.53424658,407,12,111,78.4,165,62
04290000_2016,2016,429,4290000,KIPP Academy Lynn Charter,77,88.3,Null,Null,66,97.1,433,18.2,Null,Null,Null,Null,433,13.4,129,81.4,175,63
04300000_2011,2011,430,4300000,Advanced Math and Science Academy Charter,67,92.5,67,94,Null,Null,Null,Null,62,62,74.19354839,67.74193548,Null,Null,Null,Null,Null,Null
04300000_2012,2012,430,4300000,Advanced Math and Science Academy Charter,61,100,61,100,62,100,392,4.6,62,62,87.09677419,80.64516129,Null,Null,145,100,134,67
04300000_2013,2013,430,4300000,Advanced Math and Science Academy Charter,72,100,72,100,71,100,518,3.1,71,71,87.32394366,77.46478873,518,1.4,200,99,174,71
04300000_2014,2014,430,4300000,Advanced Math and Science Academy Charter,101,100,101,100,101,100,571,4.4,101,101,86.13861386,84.15841584,571,1.1,141,99.3,230,74
04300000_2015,2015,430,4300000,Advanced Math and Science Academy Charter,128,99.2,128,99.2,128,100,569,6.5,128,128,86.71875,82.03125,569,1.4,116,99.1,313,75
04300000_2016,2016,430,4300000,Advanced Math and Science Academy Charter,181,100,Null,Null,181,100,562,5.9,Null,Null,Null,Null,562,0,134,97.8,311,80
04350000_2011,2011,435,4350000,Innovation Academy Charter,41,75.6,41,90.2,Null,Null,Null,Null,32,32,81.25,68.75,Null,Null,Null,Null,Null,Null
04350000_2012,2012,435,4350000,Innovation Academy Charter,39,89.7,39,92.3,40,95.2,208,7.2,42,42,78.57142857,78.57142857,Null,Null,73,98.6,77,0
04350000_2013,2013,435,4350000,Innovation Academy Charter,33,97,33,97,29,90.6,258,7,32,32,78.125,71.875,257,5.1,97,89.7,83,0
04350000_2014,2014,435,4350000,Innovation Academy Charter,52,98.1,52,98.1,45,91.8,322,11.2,49,49,85.71428571,73.46938776,322,2.5,109,100,120,0
04350000_2015,2015,435,4350000,Innovation Academy Charter,67,94,67,94,58,89.2,366,12.8,65,65,76.92307692,73.84615385,365,6.3,107,86,148,0
04350000_2016,2016,435,4350000,Innovation Academy Charter,80,88.8,Null,Null,65,90.3,391,10.7,Null,Null,Null,Null,391,4.1,103,87.4,172,0
04360000_2011,2011,436,4360000,Community Charter School of Cambridge,26,69.2,26,88.5,Null,Null,Null,Null,20,20,85,70,Null,Null,Null,Null,Null,Null
04360000_2012,2012,436,4360000,Community Charter School of Cambridge,21,85.7,21,95.2,23,100,189,15.9,23,23,73.91304348,65.2173913,Null,Null,73,100,61,36
04360000_2013,2013,436,4360000,Community Charter School of Cambridge,34,100,34,100,32,100,212,14.6,32,32,96.875,84.375,212,9.9,74,81.1,67,49
04360000_2014,2014,436,4360000,Community Charter School of Cambridge,36,88.9,36,88.9,34,100,229,11.4,34,34,76.47058824,70.58823529,229,5.7,69,88.4,90,37
04360000_2015,2015,436,4360000,Community Charter School of Cambridge,50,98,50,98,52,100,238,16.8,52,52,82.69230769,71.15384615,238,5.9,65,96.9,111,41
04360000_2016,2016,436,4360000,Community Charter School of Cambridge,53,92.5,Null,Null,54,100,234,10.3,Null,Null,Null,Null,234,3.4,63,87.3,107,65
04370000_2011,2011,437,4370000,City On A Hill Charter,45,77.8,45,88.9,Null,Null,Null,Null,43,43,81.39534884,74.41860465,Null,Null,Null,Null,Null,Null
04370000_2012,2012,437,4370000,City On A Hill Charter,47,66,47,80.9,38,100,297,17.5,38,38,84.21052632,68.42105263,Null,Null,97,40.2,90,37
04370000_2013,2013,437,4370000,City On A Hill Charter,58,79.3,58,79.3,39,100,297,16.5,39,39,87.17948718,74.35897436,318,40.9,88,28.4,104,46
04370000_2014,2014,437,4370000,City On A Hill Charter,49,83.7,49,83.7,52,100,292,14,52,52,82.69230769,73.07692308,292,32.9,102,25.5,114,35
04370000_2015,2015,437,4370000,City On A Hill Charter,50,92,50,92,45,100,291,13.1,45,45,86.66666667,64.44444444,292,18.8,101,19.8,101,35
04370000_2016,2016,437,4370000,City On A Hill Charter,59,69.5,Null,Null,54,100,291,15.8,Null,Null,Null,Null,291,10.7,101,12.9,115,33
04380000_2011,2011,438,4380000,Codman Academy Charter,23,43.5,23,69.6,Null,Null,Null,Null,17,17,82.35294118,64.70588235,Null,Null,Null,Null,Null,Null
04380000_2012,2012,438,4380000,Codman Academy Charter,24,62.5,24,83.3,21,100,153,3.3,21,21,71.42857143,66.66666667,Null,Null,47,100,54,0
04380000_2013,2013,438,4380000,Codman Academy Charter,27,85.2,27,85.2,24,100,151,3.3,24,24,75,66.66666667,151,17.9,43,100,64,0
04380000_2014,2014,438,4380000,Codman Academy Charter,35,94.3,35,94.3,34,100,160,6.3,34,34,88.23529412,79.41176471,160,15,47,100,67,57
04380000_2015,2015,438,4380000,Codman Academy Charter,32,84.4,32,84.4,27,100,150,16,27,27,77.77777778,62.96296296,150,9.3,53,92.5,51,53
04380000_2016,2016,438,4380000,Codman Academy Charter,24,62.5,Null,Null,18,100,154,20.1,Null,Null,Null,Null,154,7.8,52,92.3,51,37
04410000_2011,2011,441,4410000,Sabis International Charter,141,90.8,141,96.5,Null,Null,Null,Null,129,129,83.72093023,70.54263566,Null,Null,Null,Null,Null,Null
04410000_2012,2012,441,4410000,Sabis International Charter,114,93.9,114,98.2,115,100,471,21.9,115,115,81.73913043,71.30434783,Null,Null,130,67.7,221,28
04410000_2013,2013,441,4410000,Sabis International Charter,99,96,99,96,97,100,463,16.2,97,97,80.41237113,71.13402062,463,12.3,124,66.1,207,42
04410000_2014,2014,441,4410000,Sabis International Charter,104,99,104,99,105,100,469,19.4,105,105,83.80952381,76.19047619,469,8.7,125,64,221,32
04410000_2015,2015,441,4410000,Sabis International Charter,112,97.3,112,97.3,109,100,462,19.7,108,108,87.96296296,75.92592593,462,3.2,117,65,222,36
04410000_2016,2016,441,4410000,Sabis International Charter,110,96.4,Null,Null,108,100,469,21.3,Null,Null,Null,Null,468,5.1,135,69.6,214,38
04450000_2011,2011,445,4450000,Abby Kelley Foster Charter,63,95.2,63,96.8,Null,Null,Null,Null,61,61,86.8852459,73.7704918,Null,Null,Null,Null,Null,Null
04450000_2012,2012,445,4450000,Abby Kelley Foster Charter,77,93.5,77,98.7,73,100,374,2.1,73,73,76.71232877,64.38356164,Null,Null,96,87.5,177,46
04450000_2013,2013,445,4450000,Abby Kelley Foster Charter,100,93,100,93,96,100,362,3.3,96,96,72.91666667,62.5,362,9.7,86,88.4,187,43
04450000_2014,2014,445,4450000,Abby Kelley Foster Charter,87,98.9,87,98.9,86,100,347,3.5,86,86,84.88372093,76.74418605,347,4.3,89,91,170,51
04450000_2015,2015,445,4450000,Abby Kelley Foster Charter,81,95.1,81,95.1,76,100,343,2.9,76,76,77.63157895,65.78947368,343,4.1,96,88.5,160,55
04450000_2016,2016,445,4450000,Abby Kelley Foster Charter,77,96.1,Null,Null,76,100,352,2.3,Null,Null,Null,Null,353,4.8,90,90,162,56
04460000_2011,2011,446,4460000,Foxborough Regional Charter,27,100,27,100,Null,Null,Null,Null,29,29,72.4137931,65.51724138,Null,Null,Null,Null,Null,Null
04460000_2012,2012,446,4460000,Foxborough Regional Charter,31,100,31,100,31,100,234,10.7,31,31,77.41935484,61.29032258,Null,Null,79,62,86,52
04460000_2013,2013,446,4460000,Foxborough Regional Charter,53,98.1,53,98.1,52,100,258,8.9,52,52,84.61538462,84.61538462,258,6.2,73,89,112,70
04460000_2014,2014,446,4460000,Foxborough Regional Charter,61,95.1,61,95.1,58,100,279,10,58,58,91.37931034,86.20689655,278,1.1,81,93.8,124,60
04460000_2015,2015,446,4460000,Foxborough Regional Charter,67,97,67,97,64,100,280,8.6,64,64,84.375,81.25,280,2.1,78,78.2,131,66
04460000_2016,2016,446,4460000,Foxborough Regional Charter,64,100,Null,Null,65,100,271,12.2,Null,Null,Null,Null,271,2.2,74,79.7,128,61
04490000_2011,2011,449,4490000,Boston Collegiate Charter,28,71.4,28,78.6,Null,Null,Null,Null,24,24,75,62.5,Null,Null,Null,Null,Null,Null
04490000_2012,2012,449,4490000,Boston Collegiate Charter,34,67.6,34,91.2,25,100,204,9.8,25,25,76,64,Null,Null,80,86.3,71,70
04490000_2013,2013,449,4490000,Boston Collegiate Charter,30,76.7,30,76.7,32,100,224,5.4,32,32,87.5,84.375,224,9.4,79,94.9,72,79
04490000_2014,2014,449,4490000,Boston Collegiate Charter,36,100,36,100,28,100,252,6.3,28,28,82.14285714,78.57142857,252,4.8,82,97.6,95,59
04490000_2015,2015,449,4490000,Boston Collegiate Charter,58,96.6,58,96.6,56,100,296,9.1,56,56,75,64.28571429,296,4.1,84,97.6,126,59
04490000_2016,2016,449,4490000,Boston Collegiate Charter,59,91.5,Null,Null,62,100,323,15.5,Null,Null,Null,Null,323,2.2,82,98.8,142,74
04520000_2011,2011,452,4520000,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),46,100,46,100,Null,Null,Null,Null,47,47,85.10638298,63.82978723,Null,Null,Null,Null,Null,Null
04520000_2012,2012,452,4520000,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),73,97.3,73,98.6,0,0,227,15,71,71,83.09859155,70.42253521,Null,Null,57,80.7,108,62
04520000_2013,2013,452,4520000,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),35,100,35,100,0,0,280,22.1,36,36,80.55555556,72.22222222,280,6.4,93,54.8,83,47
04520000_2014,2014,452,4520000,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),46,100,46,100,0,0,335,26,45,45,73.33333333,68.88888889,335,1.5,103,52.4,135,56
04520000_2015,2015,452,4520000,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),92,95.7,92,95.7,87,98.9,374,27,88,88,68.18181818,59.09090909,374,3.7,103,59.2,164,44
